opportunity_id,account_id,lead_id,owner,product_id,estimated_quantity,created_date,estimated_close_date,stage,probability_pct,status,actual_close_date,actual_value_irr,lose_reason,estimated_value_irr
OPP00776,ACC0043,,E0014,P015,4,2024-08-22,2024-10-16,4-Close,0.0,Lost,2024-10-27,,Timing / Postponed,80439088
OPP00777,ACC0024,,E0148,P004,3,2025-06-24,2025-10-06,4-Close,1.0,Won,2025-10-16,21573856.0,,23438225
OPP00778,ACC0053,,E0089,P003,6,2025-04-22,2025-05-31,4-Close,0.0,Lost,2025-05-31,,Went With In-house Supply,35888801
OPP00779,ACC0007,,E0096,P013,20,2025-06-16,2025-08-29,4-Close,0.0,Lost,2025-08-31,,Went With In-house Supply,190929241
OPP00780,ACC0032,,E0028,P008,8,2025-02-06,2025-03-08,4-Close,0.0,Lost,2025-03-09,,Timing / Postponed,19645445
OPP00781,ACC0029,,E0059,P010,49,2025-10-05,2026-02-19,3-Propose,0.65,Open,,,,157196413
OPP00782,ACC0040,,E0028,P002,143,2024-05-08,2024-06-15,4-Close,0.0,Lost,2024-06-12,,Lost to Competitor,738170692
OPP00783,ACC0014,,E0059,P007,21,2024-11-15,2024-12-05,4-Close,0.0,Lost,2024-12-08,,Timing / Postponed,43035471
OPP00784,ACC0021,,E0099,P017,35,2025-01-06,2025-01-25,4-Close,1.0,Won,2025-01-27,412330084.0,,434100440
OPP00785,ACC0003,,E0009,P015,46,2024-08-07,2024-09-02,4-Close,1.0,Won,2024-08-29,809360889.0,,807432197
OPP00786,ACC0006,,E0163,P004,13,2025-08-08,2025-09-07,4-Close,0.0,Lost,2025-09-10,,No Budget,105780253
OPP00787,ACC0037,,E0122,P007,20,2024-04-09,2024-05-07,4-Close,1.0,Won,2024-05-13,38632417.0,,40222817
OPP00788,ACC0030,,E0100,P010,13,2025-11-09,2025-12-08,4-Close,0.0,Lost,2025-12-06,,No Budget,38902943
OPP00789,ACC0050,,E0085,P003,7,2024-04-12,2024-05-21,4-Close,1.0,Won,2024-05-29,38445630.0,,39592249
OPP00790,ACC0046,,E0163,P011,31,2025-07-20,2025-10-31,4-Close,0.0,Lost,2025-11-13,,Price,305174634
OPP00791,ACC0053,,E0119,P011,35,2024-01-25,2024-02-20,4-Close,1.0,Won,2024-02-16,386486472.0,,376359214
OPP00792,ACC0013,,E0014,P011,5,2025-11-27,2025-12-13,4-Close,1.0,Won,2025-12-14,46534466.0,,50110146
OPP00793,ACC0058,,E0096,P005,13,2024-08-07,2024-09-12,4-Close,0.0,Lost,2024-09-10,,No Budget,115684890
OPP00794,ACC0025,,E0018,P005,13,2024-09-10,2024-12-08,4-Close,0.0,Lost,2024-12-11,,Price,115361472
OPP00795,ACC0016,,E0052,P009,53,2025-06-23,2025-07-24,4-Close,0.0,Lost,2025-07-31,,No Budget,90878181
OPP00796,ACC0067,,E0089,P013,21,2024-09-09,2024-10-15,4-Close,1.0,Won,2024-10-29,179518738.0,,188113129
OPP00797,ACC0027,,E0059,P008,118,2024-12-31,2025-02-24,4-Close,0.0,Lost,2025-03-09,,Price,287577351
OPP00798,ACC0036,,E0059,P016,6,2024-02-26,2024-03-17,4-Close,0.0,Lost,2024-03-20,,Price,59093762
OPP00799,ACC0017,,E0126,P016,23,2024-10-29,2024-12-20,4-Close,0.0,Lost,2024-12-25,,Went With In-house Supply,223321906
OPP00800,ACC0040,,E0126,P003,351,2025-11-01,2025-11-21,4-Close,1.0,Won,2025-11-27,2044924629.0,,2109040331
OPP00801,ACC0021,,E0148,P017,7,2024-09-25,2024-10-19,4-Close,0.0,Lost,2024-10-21,,Timing / Postponed,77326646
OPP00802,ACC0064,,E0057,P002,16,2025-01-21,2025-05-18,4-Close,0.0,Lost,2025-05-26,,Lost to Competitor,78773987
OPP00803,ACC0016,,E0122,P001,78,2024-09-27,2024-10-29,4-Close,1.0,Won,2024-11-01,335533605.0,,321078513
OPP00804,ACC0018,,E0173,P013,10,2025-02-21,2025-04-01,4-Close,1.0,Won,2025-04-01,80642145.0,,88504538
OPP00805,ACC0017,,E0009,P015,16,2024-09-11,2024-10-22,4-Close,0.0,Lost,2024-10-27,,Lost to Competitor,294117878
OPP00806,ACC0041,,E0085,P012,9,2024-03-02,2024-04-30,4-Close,1.0,Won,2024-05-09,31082165.0,,30628940
OPP00807,ACC0015,,E0057,P005,22,2025-08-18,2025-10-12,4-Close,1.0,Won,2025-10-08,197596497.0,,189175864
OPP00808,ACC0056,,E0148,P003,20,2024-07-21,2024-08-27,4-Close,1.0,Won,2024-09-03,116061876.0,,122200137
OPP00809,ACC0006,,E0096,P012,31,2024-05-09,2024-06-17,4-Close,0.0,Lost,2024-06-13,,No Budget,106374606
OPP00810,ACC0019,,E0085,P001,29,2024-04-30,2024-06-05,4-Close,1.0,Won,2024-06-15,115008786.0,,116819444
OPP00811,ACC0062,,E0014,P007,70,2025-03-19,2025-04-27,4-Close,1.0,Won,2025-05-01,143035887.0,,145588007
OPP00812,ACC0038,,E0085,P007,51,2024-03-23,2024-04-22,4-Close,1.0,Won,2024-04-27,95461786.0,,97706313
OPP00813,ACC0036,,E0057,P007,68,2025-02-12,2025-03-06,4-Close,0.0,Lost,2025-03-12,,Timing / Postponed,134953214
OPP00814,ACC0052,,E0122,P006,61,2024-03-02,2024-07-28,4-Close,0.0,Lost,2024-08-01,,Lost to Competitor,93165527
OPP00815,ACC0054,,E0100,P002,13,2024-05-23,2024-10-26,4-Close,0.0,Lost,2024-10-31,,No Budget,69336525
OPP00816,ACC0010,,E0172,P002,25,2025-05-25,2025-06-10,4-Close,0.0,Lost,2025-06-07,,No Budget,126577359
OPP00817,ACC0003,,E0009,P005,20,2024-08-15,2024-09-16,4-Close,0.0,Lost,2024-09-27,,No Budget,183386367
OPP00818,ACC0053,,E0122,P004,27,2025-05-28,2025-06-28,4-Close,1.0,Won,2025-07-07,195032630.0,,208994751
OPP00819,ACC0030,,E0172,P003,13,2024-12-23,2025-02-16,4-Close,1.0,Won,2025-02-28,75213272.0,,75928304
OPP00820,ACC0048,,E0148,P013,10,2024-02-26,2024-03-20,4-Close,0.0,Lost,2024-03-16,,Lost to Competitor,91499276
OPP00821,ACC0017,,E0163,P016,5,2024-08-20,2024-10-01,4-Close,1.0,Won,2024-09-25,58066947.0,,55413252
OPP00822,ACC0032,,E0059,P015,22,2024-10-28,2024-12-23,4-Close,0.0,Lost,2025-01-12,,Went With In-house Supply,408446208
OPP00823,ACC0019,,E0099,P007,37,2025-12-23,2026-01-07,3-Propose,0.66,Open,,,,74669868
OPP00824,ACC0019,,E0018,P001,24,2025-09-22,2025-10-18,4-Close,1.0,Won,2025-10-24,110500219.0,,107322885
OPP00825,ACC0049,,E0089,P007,32,2025-01-26,2025-03-06,4-Close,0.0,Lost,2025-03-20,,Price,68446821
OPP00826,ACC0020,,E0172,P010,7,2025-08-18,2025-09-23,4-Close,1.0,Won,2025-09-24,22359184.0,,22404683
OPP00827,ACC0060,,E0119,P017,28,2025-06-12,2025-11-13,4-Close,1.0,Won,2025-11-18,311377908.0,,325091090
OPP00828,ACC0052,,E0018,P013,173,2024-07-10,2024-11-25,4-Close,0.0,Lost,2024-11-28,,No Budget,1577333527
OPP00829,ACC0064,,E0028,P016,4,2025-10-01,2025-12-22,4-Close,0.0,Lost,2025-12-27,,Lost to Competitor,42051219
OPP00830,ACC0018,,E0018,P001,142,2025-05-01,2025-06-03,4-Close,1.0,Won,2025-06-08,686348620.0,,654157891
OPP00831,ACC0046,,E0018,P012,10,2025-04-09,2025-05-25,4-Close,0.0,Lost,2025-05-24,,Went With In-house Supply,33116117
OPP00832,ACC0063,,E0119,P003,48,2025-04-08,2025-08-21,4-Close,0.0,Lost,2025-08-28,,Went With In-house Supply,275006691
OPP00833,ACC0036,,E0100,P008,24,2025-11-12,2025-12-26,4-Close,1.0,Won,2025-12-30,56781561.0,,55804470
OPP00834,ACC0003,,E0018,P013,26,2024-10-30,2024-11-23,4-Close,1.0,Won,2024-11-23,220562076.0,,244361838
OPP00835,ACC0048,,E0059,P007,5,2025-12-11,2026-01-19,3-Propose,0.65,Open,,,,9909354
OPP00836,ACC0030,,E0173,P010,30,2024-05-05,2024-06-18,4-Close,1.0,Won,2024-06-23,91082915.0,,92390421
OPP00837,ACC0034,,E0014,P011,30,2025-03-05,2025-07-20,4-Close,1.0,Won,2025-07-19,265494265.0,,291904605
OPP00838,ACC0068,,E0052,P010,6,2024-02-03,2024-05-20,4-Close,0.0,Lost,2024-05-13,,Price,17697328
OPP00839,ACC0028,,E0089,P001,57,2025-05-27,2025-08-27,4-Close,0.0,Lost,2025-08-28,,Lost to Competitor,257231504
OPP00840,ACC0022,,E0059,P009,29,2024-08-01,2024-09-29,4-Close,1.0,Won,2024-10-11,46864340.0,,48522276
OPP00841,ACC0027,,E0099,P001,7,2025-08-11,2025-09-21,4-Close,1.0,Won,2025-09-25,28914083.0,,31848395
OPP00842,ACC0023,,E0126,P002,44,2025-05-17,2025-06-28,4-Close,1.0,Won,2025-06-20,199482350.0,,216210161
OPP00843,ACC0059,,E0172,P005,71,2025-04-15,2025-05-07,4-Close,1.0,Won,2025-05-22,564481988.0,,592920679
OPP00844,ACC0040,,E0173,P013,16,2025-06-08,2025-07-14,4-Close,0.0,Lost,2025-07-16,,Price,142970359
OPP00845,ACC0035,,E0122,P006,33,2025-06-21,2025-07-09,4-Close,0.0,Lost,2025-07-16,,Price,47911234
OPP00846,ACC0005,,E0014,P004,4,2024-12-09,2025-01-13,4-Close,0.0,Lost,2025-01-16,,No Budget,29110299
OPP00847,ACC0034,,E0099,P014,24,2025-10-17,2026-01-02,4-Close,0.9,Open,,,,329377721
OPP00848,ACC0027,,E0085,P007,24,2025-02-16,2025-04-01,4-Close,1.0,Won,2025-04-07,46024785.0,,49517706
OPP00849,ACC0011,,E0028,P002,13,2025-05-21,2025-11-01,4-Close,1.0,Won,2025-10-27,60025961.0,,65925854
OPP00850,ACC0019,,E0052,P015,17,2025-12-15,2026-01-06,3-Propose,0.67,Open,,,,333727638
OPP00851,ACC0048,,E0096,P009,38,2024-09-20,2024-11-05,4-Close,1.0,Won,2024-10-29,64651382.0,,67034846
OPP00852,ACC0026,,E0099,P007,13,2025-12-05,2026-01-13,3-Propose,0.66,Open,,,,24146559
OPP00853,ACC0036,,E0018,P014,38,2024-03-05,2024-04-25,4-Close,0.0,Lost,2024-05-01,,Price,470886936
OPP00854,ACC0029,,E0173,P007,5,2024-05-17,2024-09-19,4-Close,1.0,Won,2024-09-20,9755154.0,,10113482
OPP00855,ACC0031,,E0161,P008,7,2024-08-14,2024-12-09,4-Close,0.0,Lost,2024-12-03,,Price,15735885
OPP00856,ACC0003,,E0028,P006,42,2024-06-14,2024-07-09,4-Close,1.0,Won,2024-07-14,63396038.0,,64140497
OPP00857,ACC0026,,E0126,P001,80,2024-03-13,2024-04-11,4-Close,1.0,Won,2024-04-18,355465913.0,,364047785
OPP00858,ACC0060,,E0161,P011,4,2025-06-02,2025-11-02,4-Close,0.0,Lost,2025-10-28,,Timing / Postponed,42382731
OPP00859,ACC0034,,E0161,P017,40,2025-06-24,2025-10-07,4-Close,0.0,Lost,2025-09-30,,No Budget,439682107
OPP00860,ACC0045,,E0089,P012,68,2025-08-10,2025-11-01,4-Close,0.0,Lost,2025-11-06,,No Budget,228183175
OPP00861,ACC0040,,E0014,P011,58,2024-03-08,2024-04-06,4-Close,0.0,Lost,2024-04-12,,Went With In-house Supply,544817429
OPP00862,ACC0011,,E0119,P002,24,2025-09-17,2025-12-15,4-Close,1.0,Won,2025-12-17,120092028.0,,121810891
OPP00863,ACC0059,,E0085,P002,54,2024-08-06,2024-09-08,4-Close,1.0,Won,2024-09-12,307034292.0,,298756137
OPP00864,ACC0019,,E0126,P017,8,2025-10-10,2025-11-02,4-Close,1.0,Won,2025-11-06,90027603.0,,97070900
OPP00865,ACC0059,,E0028,P005,40,2024-09-30,2024-11-08,4-Close,0.0,Lost,2024-11-14,,Timing / Postponed,354160292
OPP00866,ACC0028,,E0014,P006,30,2024-08-11,2024-10-28,4-Close,0.0,Lost,2024-10-23,,Went With In-house Supply,46786656
OPP00867,ACC0040,,E0059,P004,131,2024-12-25,2025-02-02,4-Close,0.0,Lost,2025-02-11,,Lost to Competitor,973644774
OPP00868,ACC0041,,E0161,P003,6,2024-08-29,2024-10-04,4-Close,1.0,Won,2024-10-13,36855505.0,,35979480
OPP00869,ACC0049,,E0009,P008,21,2024-09-05,2024-10-06,4-Close,1.0,Won,2024-10-02,45277064.0,,47112347
OPP00870,ACC0006,,E0085,P010,23,2024-08-18,2024-09-05,4-Close,0.0,Lost,2024-09-04,,Went With In-house Supply,71855095
OPP00871,ACC0034,,E0032,P017,28,2024-09-09,2025-01-30,4-Close,0.0,Lost,2025-02-02,,Went With In-house Supply,342918685
OPP00872,ACC0032,,E0009,P010,27,2024-04-19,2024-06-15,4-Close,1.0,Won,2024-06-14,73862823.0,,81159775
OPP00873,ACC0021,,E0052,P007,93,2024-01-23,2024-02-19,4-Close,1.0,Won,2024-02-26,182357800.0,,186287689
OPP00874,ACC0036,,E0173,P008,18,2025-08-18,2025-09-18,4-Close,0.0,Lost,2025-10-04,,Price,43787827
OPP00875,ACC0010,,E0059,P008,4,2025-07-24,2025-08-15,4-Close,0.0,Lost,2025-08-16,,Timing / Postponed,9708080
OPP00876,ACC0064,,E0089,P010,10,2024-07-06,2024-09-19,4-Close,0.0,Lost,2024-09-24,,No Budget,28573788
OPP00877,ACC0069,,E0059,P011,30,2024-10-11,2025-03-12,4-Close,0.0,Lost,2025-03-19,,Lost to Competitor,300456908
OPP00878,ACC0062,,E0100,P006,50,2025-02-02,2025-03-12,4-Close,1.0,Won,2025-03-17,68490572.0,,75535132
OPP00879,ACC0037,,E0032,P010,68,2025-11-11,2026-01-06,4-Close,0.86,Open,,,,201067896
OPP00880,ACC0070,,E0052,P002,17,2024-11-21,2024-12-23,4-Close,0.0,Lost,2024-12-28,,Went With In-house Supply,90989933
OPP00881,ACC0070,,E0099,P004,89,2024-12-06,2025-01-26,4-Close,1.0,Won,2025-01-26,715428201.0,,695394759
OPP00882,ACC0018,,E0122,P017,19,2024-10-29,2024-11-28,4-Close,0.0,Lost,2024-12-04,,No Budget,228071112
OPP00883,ACC0053,,E0173,P001,11,2024-05-03,2024-06-18,4-Close,1.0,Won,2024-06-28,45629681.0,,49244534
OPP00884,ACC0029,,E0163,P011,63,2025-08-29,2026-01-18,4-Close,0.92,Open,,,,615324181
OPP00885,ACC0036,,E0028,P011,29,2024-10-07,2024-11-14,4-Close,1.0,Won,2024-11-15,288353616.0,,302523250
OPP00886,ACC0008,,E0163,P001,94,2025-09-22,2025-11-05,4-Close,0.0,Lost,2025-11-05,,No Budget,423252475
OPP00887,ACC0061,,E0099,P011,17,2024-02-10,2024-03-19,4-Close,0.0,Lost,2024-03-27,,Price,181753158
OPP00888,ACC0046,,E0085,P002,56,2025-10-17,2026-01-01,4-Close,0.91,Open,,,,299969065
OPP00889,ACC0043,,E0085,P001,7,2025-02-14,2025-04-03,4-Close,1.0,Won,2025-04-08,32829626.0,,31445501
OPP00890,ACC0061,,E0018,P013,66,2024-03-23,2024-04-09,4-Close,0.0,Lost,2024-04-09,,Price,588474189
OPP00891,ACC0011,,E0172,P004,12,2025-05-08,2025-08-14,4-Close,0.0,Lost,2025-08-22,,Went With In-house Supply,87866535
OPP00892,ACC0061,,E0173,P011,27,2025-10-02,2025-10-31,4-Close,1.0,Won,2025-11-08,258472519.0,,282795012
OPP00893,ACC0038,,E0172,P006,77,2025-06-18,2025-07-29,4-Close,0.0,Lost,2025-07-31,,Timing / Postponed,113874823
OPP00894,ACC0034,,E0096,P009,32,2024-05-02,2024-09-20,4-Close,0.0,Lost,2024-09-16,,Timing / Postponed,51505986
OPP00895,ACC0055,,E0173,P015,7,2025-05-30,2025-11-20,4-Close,0.0,Lost,2025-12-01,,Price,127662748
OPP00896,ACC0018,,E0059,P015,37,2024-03-28,2024-04-28,4-Close,1.0,Won,2024-05-01,608553930.0,,654329525
OPP00897,ACC0001,,E0059,P009,37,2024-06-18,2024-07-29,4-Close,1.0,Won,2024-08-09,53395157.0,,58977967
OPP00898,ACC0058,,E0172,P016,6,2025-09-03,2025-09-30,4-Close,1.0,Won,2025-10-10,60590540.0,,62525333
OPP00899,ACC0039,,E0126,P016,17,2024-04-05,2024-05-12,4-Close,0.0,Lost,2024-05-21,,Timing / Postponed,175502025
OPP00900,ACC0070,,E0028,P011,37,2025-03-24,2025-05-15,4-Close,0.0,Lost,2025-05-26,,Lost to Competitor,348817984
OPP00901,ACC0037,,E0119,P017,28,2025-10-29,2025-12-22,4-Close,0.0,Lost,2025-12-23,,Timing / Postponed,317809249
OPP00902,ACC0050,,E0148,P007,55,2025-08-08,2025-08-25,4-Close,1.0,Won,2025-08-15,115234390.0,,113161629
OPP00903,ACC0045,,E0099,P008,28,2025-10-20,2025-12-29,4-Close,1.0,Won,2025-12-29,64959623.0,,65790951
OPP00904,ACC0034,,E0014,P017,20,2025-04-27,2025-08-14,4-Close,1.0,Won,2025-08-26,214255593.0,,235124392
OPP00905,ACC0047,,E0028,P009,31,2025-03-18,2025-04-24,4-Close,1.0,Won,2025-04-24,55085452.0,,53579275
OPP00906,ACC0008,,E0018,P010,123,2025-07-06,2025-08-13,4-Close,1.0,Won,2025-08-16,347829040.0,,381862663
OPP00907,ACC0023,,E0028,P017,51,2024-04-22,2024-05-28,4-Close,1.0,Won,2024-06-05,639912248.0,,622334036
OPP00908,ACC0040,,E0052,P014,32,2024-03-04,2024-03-19,4-Close,1.0,Won,2024-03-17,416026272.0,,436880716
OPP00909,ACC0022,,E0119,P014,21,2025-08-26,2025-10-22,4-Close,1.0,Won,2025-10-29,288628755.0,,287936838
OPP00910,ACC0039,,E0099,P009,16,2024-08-29,2024-09-26,4-Close,0.0,Lost,2024-10-01,,Lost to Competitor,26363511
OPP00911,ACC0065,,E0032,P010,58,2025-08-07,2025-09-19,4-Close,1.0,Won,2025-09-23,168988155.0,,165520686
OPP00912,ACC0026,,E0119,P004,91,2025-12-20,2026-01-07,3-Propose,0.66,Open,,,,646237739
OPP00913,ACC0043,,E0009,P013,90,2025-12-11,2026-02-07,2-Develop,0.31,Open,,,,799881236
OPP00914,ACC0064,,E0126,P004,17,2025-08-05,2025-12-13,4-Close,0.0,Lost,2025-12-14,,No Budget,132463318
OPP00915,ACC0058,,E0161,P003,51,2024-12-14,2025-01-19,4-Close,0.0,Lost,2025-01-14,,Went With In-house Supply,327211095
OPP00916,ACC0043,,E0089,P010,36,2024-04-02,2024-05-19,4-Close,0.0,Lost,2024-05-29,,No Budget,108946712
OPP00917,ACC0007,,E0122,P010,22,2024-09-03,2025-01-14,4-Close,0.0,Lost,2025-01-21,,Price,71053268
OPP00918,ACC0003,,E0096,P007,92,2024-04-01,2024-04-24,4-Close,1.0,Won,2024-04-29,188027545.0,,188328999
OPP00919,ACC0027,,E0089,P003,7,2025-12-17,2026-02-05,2-Develop,0.42,Open,,,,40564216
OPP00920,ACC0057,,E0119,P013,8,2025-10-19,2026-01-10,4-Close,0.87,Open,,,,74793291
OPP00921,ACC0027,,E0057,P012,17,2024-05-12,2024-06-14,4-Close,0.0,Lost,2024-06-12,,Price,55484124
OPP00922,ACC0054,,E0085,P016,3,2025-05-22,2025-09-01,4-Close,1.0,Won,2025-08-29,30277653.0,,29205344
OPP00923,ACC0010,,E0057,P008,3,2024-11-18,2024-12-22,4-Close,0.0,Lost,2024-12-19,,Price,7733421
OPP00924,ACC0008,,E0172,P011,132,2025-05-06,2025-05-26,4-Close,0.0,Lost,2025-05-21,,Price,1379734686
OPP00925,ACC0053,,E0057,P003,7,2024-02-03,2024-03-13,4-Close,0.0,Lost,2024-03-17,,Price,44468234
OPP00926,ACC0012,,E0119,P006,16,2025-06-22,2025-10-22,4-Close,1.0,Won,2025-10-21,24077394.0,,24439213
OPP00927,ACC0032,,E0172,P013,48,2025-07-19,2025-08-15,4-Close,0.0,Lost,2025-08-15,,No Budget,427836831
OPP00928,ACC0067,,E0148,P011,18,2024-02-08,2024-04-01,4-Close,0.0,Lost,2024-04-05,,Lost to Competitor,180650571
OPP00929,ACC0005,,E0119,P010,40,2025-04-06,2025-05-08,4-Close,1.0,Won,2025-05-12,117035976.0,,118188594
OPP00930,ACC0058,,E0089,P008,48,2024-03-19,2024-05-07,4-Close,0.0,Lost,2024-05-06,,Price,112050732
OPP00931,ACC0024,,E0009,P001,1,2024-11-02,2025-02-01,4-Close,1.0,Won,2025-01-28,4754961.0,,4608122
OPP00932,ACC0065,,E0018,P003,10,2025-07-25,2025-08-30,4-Close,0.0,Lost,2025-08-29,,Timing / Postponed,60249461
OPP00933,ACC0028,,E0096,P014,50,2024-03-29,2024-08-08,4-Close,1.0,Won,2024-08-08,551291522.0,,603381659
OPP00934,ACC0029,,E0119,P006,93,2024-07-08,2024-09-30,4-Close,1.0,Won,2024-10-10,136075597.0,,132134456
OPP00935,ACC0009,,E0059,P010,16,2025-10-07,2025-11-22,4-Close,1.0,Won,2025-11-26,44152405.0,,46541367
OPP00936,ACC0017,,E0059,P012,51,2024-10-19,2024-11-12,4-Close,0.0,Lost,2024-11-23,,Timing / Postponed,167269263
OPP00937,ACC0038,,E0100,P001,31,2025-02-10,2025-03-27,4-Close,0.0,Lost,2025-03-25,,Went With In-house Supply,130370518
OPP00938,ACC0012,,E0009,P010,97,2025-10-17,2026-01-09,4-Close,0.82,Open,,,,284623157
OPP00939,ACC0005,,E0172,P014,53,2024-04-11,2024-05-10,4-Close,1.0,Won,2024-05-05,736644107.0,,711681634
OPP00940,ACC0020,,E0099,P009,12,2025-09-21,2025-10-27,4-Close,0.0,Lost,2025-11-06,,Timing / Postponed,19011550
OPP00941,ACC0029,,E0148,P014,14,2025-03-25,2025-06-03,4-Close,0.0,Lost,2025-06-07,,Went With In-house Supply,179098447
OPP00942,ACC0057,,E0009,P016,30,2025-06-10,2025-11-10,4-Close,0.0,Lost,2025-11-08,,Price,293413718
OPP00943,ACC0035,,E0172,P001,22,2025-07-27,2025-08-12,4-Close,0.0,Lost,2025-08-18,,Lost to Competitor,91336357
OPP00944,ACC0010,,E0052,P004,21,2025-10-14,2025-11-01,4-Close,1.0,Won,2025-11-08,170241826.0,,162393378
OPP00945,ACC0020,,E0100,P013,17,2025-02-15,2025-03-11,4-Close,0.0,Lost,2025-03-09,,Went With In-house Supply,171124426
OPP00946,ACC0051,,E0100,P015,9,2024-05-07,2024-08-12,4-Close,1.0,Won,2024-08-22,169030928.0,,170776940
OPP00947,ACC0035,,E0148,P008,21,2024-01-01,2024-01-16,4-Close,1.0,Won,2024-01-18,44117844.0,,47303221
OPP00948,ACC0002,,E0009,P001,144,2024-08-03,2024-08-25,4-Close,0.0,Lost,2024-09-08,,Price,595022703
OPP00949,ACC0042,,E0059,P008,12,2025-04-16,2025-05-19,4-Close,0.0,Lost,2025-05-20,,Price,27564317
OPP00950,ACC0029,,E0009,P005,60,2024-03-13,2024-07-02,4-Close,0.0,Lost,2024-07-12,,Timing / Postponed,505264570
OPP00951,ACC0041,,E0018,P009,11,2024-12-05,2025-01-09,4-Close,0.0,Lost,2025-01-14,,Went With In-house Supply,19333982
OPP00952,ACC0006,,E0100,P001,15,2024-01-18,2024-02-10,4-Close,1.0,Won,2024-02-10,66984429.0,,65017536
OPP00953,ACC0054,,E0018,P014,10,2025-12-17,2026-05-01,1-Qualify,0.26,Open,,,,136922250
OPP00954,ACC0027,,E0032,P007,6,2025-10-21,2025-11-13,4-Close,1.0,Won,2025-11-13,12914704.0,,12394712
OPP00955,ACC0004,,E0099,P014,27,2025-02-21,2025-03-11,4-Close,0.0,Lost,2025-03-11,,Timing / Postponed,332078429
OPP00956,ACC0010,,E0122,P001,124,2025-11-13,2025-12-21,4-Close,0.0,Lost,2025-12-28,,Price,532893812
OPP00957,ACC0034,,E0163,P002,9,2025-10-11,2026-03-09,3-Propose,0.69,Open,,,,44593361
OPP00958,ACC0051,,E0172,P011,40,2025-06-04,2025-09-29,4-Close,0.0,Lost,2025-10-12,,Lost to Competitor,408810487
OPP00959,ACC0029,,E0100,P012,21,2025-02-25,2025-07-19,4-Close,0.0,Lost,2025-07-26,,No Budget,73600199
OPP00960,ACC0051,,E0148,P001,29,2025-06-28,2025-11-01,4-Close,0.0,Lost,2025-11-01,,Timing / Postponed,131405686
OPP00961,ACC0015,,E0096,P015,106,2024-01-19,2024-03-15,4-Close,0.0,Lost,2024-03-14,,Timing / Postponed,2070367530
OPP00962,ACC0030,,E0100,P011,116,2024-12-06,2025-01-03,4-Close,0.0,Lost,2025-01-10,,Lost to Competitor,1132430803
OPP00963,ACC0011,,E0028,P015,21,2024-12-05,2025-04-28,4-Close,0.0,Lost,2025-04-28,,No Budget,372854355
OPP00964,ACC0015,,E0148,P003,18,2025-01-06,2025-02-03,4-Close,1.0,Won,2025-01-28,108901002.0,,103823663
OPP00965,ACC0045,,E0059,P004,39,2025-11-01,2026-01-20,4-Close,0.85,Open,,,,314212914
OPP00966,ACC0026,,E0085,P013,32,2025-03-11,2025-04-14,4-Close,1.0,Won,2025-04-09,307144915.0,,296567111
OPP00967,ACC0043,,E0172,P011,45,2025-09-22,2025-10-20,4-Close,1.0,Won,2025-10-23,448072757.0,,472262609
OPP00968,ACC0055,,E0018,P012,60,2025-04-02,2025-09-12,4-Close,0.0,Lost,2025-09-22,,Went With In-house Supply,194960134
OPP00969,ACC0066,,E0089,P003,80,2025-05-02,2025-05-24,4-Close,0.0,Lost,2025-05-30,,Lost to Competitor,478383475
OPP00970,ACC0028,,E0018,P008,66,2025-03-29,2025-05-17,4-Close,0.0,Lost,2025-05-15,,No Budget,166073578
OPP00971,ACC0053,,E0057,P002,104,2025-04-17,2025-05-07,4-Close,1.0,Won,2025-05-05,554147028.0,,561736631
OPP00972,ACC0055,,E0028,P010,12,2025-10-13,2026-02-26,3-Propose,0.62,Open,,,,35707089
OPP00973,ACC0030,,E0163,P011,5,2024-10-14,2024-12-01,4-Close,1.0,Won,2024-12-17,46426838.0,,49585045
OPP00974,ACC0021,,E0018,P004,25,2025-04-17,2025-05-15,4-Close,1.0,Won,2025-05-12,209817382.0,,201883234
OPP00975,ACC0030,,E0057,P005,13,2025-12-16,2026-01-31,2-Develop,0.36,Open,,,,106212748
OPP00976,ACC0064,,E0119,P007,19,2025-09-26,2026-02-07,3-Propose,0.59,Open,,,,38010356
OPP00977,ACC0016,,E0096,P010,15,2025-12-18,2026-01-19,2-Develop,0.35,Open,,,,44398785
OPP00978,ACC0067,,E0172,P014,112,2024-05-17,2024-06-21,4-Close,1.0,Won,2024-06-22,1442541886.0,,1514198526
OPP00979,ACC0015,,E0161,P012,29,2025-06-04,2025-06-27,4-Close,1.0,Won,2025-07-09,96480565.0,,94368513
OPP00980,ACC0015,,E0057,P013,44,2024-09-12,2024-11-04,4-Close,0.0,Lost,2024-11-14,,No Budget,390942366
OPP00981,ACC0030,,E0161,P015,24,2024-10-23,2024-12-18,4-Close,1.0,Won,2024-12-17,428408943.0,,438039878
OPP00982,ACC0057,,E0089,P008,32,2025-12-20,2026-04-01,1-Qualify,0.11,Open,,,,78608847
OPP00983,ACC0027,,E0122,P014,42,2024-02-22,2024-04-10,4-Close,1.0,Won,2024-04-07,583636216.0,,561718751
