lead_id,created_date,source,owner,status,qualified_date,disqualify_reason
LEAD01332,2024-12-26,Web Inquiry,E0089,Disqualified,2025-01-13,No Longer Interested
LEAD01333,2024-09-23,Trade Show,E0057,Qualified,2024-10-08,
LEAD01334,2025-06-01,Trade Show,E0085,Qualified,2025-06-16,
LEAD01335,2024-08-08,Referral,E0057,Disqualified,2024-08-11,No Longer Interested
LEAD01336,2024-03-31,Partner Channel,E0089,Qualified,2024-04-14,
LEAD01337,2024-09-24,Referral,E0161,Disqualified,2024-09-27,No Budget
LEAD01338,2025-08-13,Trade Show,E0028,Disqualified,2025-08-31,No Longer Interested
LEAD01339,2025-11-23,Partner Channel,E0119,Qualified,2025-12-05,
LEAD01340,2024-05-28,Cold Outreach,E0173,Qualified,2024-06-06,
LEAD01341,2024-06-26,Referral,E0032,Disqualified,2024-07-04,Wrong Fit
LEAD01342,2025-11-29,Cold Outreach,E0085,Disqualified,2025-12-05,No Budget
LEAD01343,2025-05-21,Trade Show,E0161,Disqualified,2025-06-04,Wrong Fit
LEAD01344,2025-10-17,Trade Show,E0059,Disqualified,2025-10-23,No Longer Interested
LEAD01345,2025-07-10,Trade Show,E0089,Disqualified,2025-07-21,Wrong Fit
LEAD01346,2025-07-12,Trade Show,E0119,Qualified,2025-07-22,
LEAD01347,2024-02-07,Web Inquiry,E0085,Disqualified,2024-02-09,No Budget
LEAD01348,2024-06-21,Partner Channel,E0122,Qualified,2024-07-04,
LEAD01349,2024-11-07,Partner Channel,E0122,Disqualified,2024-11-16,Unresponsive
LEAD01350,2025-10-12,Partner Channel,E0085,Qualified,2025-10-28,
LEAD01351,2025-07-23,Cold Outreach,E0014,Qualified,2025-07-28,
LEAD01352,2025-05-22,Partner Channel,E0057,Disqualified,2025-06-03,No Longer Interested
LEAD01353,2024-02-15,Partner Channel,E0032,Disqualified,2024-02-20,No Longer Interested
LEAD01354,2025-03-23,Partner Channel,E0018,Qualified,2025-04-10,
LEAD01355,2024-11-30,Partner Channel,E0119,Qualified,2024-12-13,
LEAD01356,2024-03-28,Referral,E0122,Disqualified,2024-04-07,No Longer Interested
LEAD01357,2025-12-11,Trade Show,E0014,Disqualified,2025-12-14,Went With Competitor
LEAD01358,2025-07-04,Referral,E0085,Disqualified,2025-07-15,Went With Competitor
LEAD01359,2025-08-30,Referral,E0122,Qualified,2025-09-03,
LEAD01360,2025-09-08,Referral,E0148,Qualified,2025-09-22,
LEAD01361,2025-06-22,Partner Channel,E0122,Disqualified,2025-07-06,No Budget
LEAD01362,2025-03-05,Referral,E0172,Qualified,2025-03-14,
LEAD01363,2025-02-25,Partner Channel,E0014,Qualified,2025-03-05,
LEAD01364,2024-06-24,Trade Show,E0096,Disqualified,2024-07-07,Went With Competitor
LEAD01365,2025-06-23,Web Inquiry,E0089,Disqualified,2025-07-08,No Longer Interested
LEAD01366,2024-03-24,Web Inquiry,E0014,Disqualified,2024-04-05,Unresponsive
LEAD01367,2024-04-07,Web Inquiry,E0126,Disqualified,2024-04-11,Went With Competitor
LEAD01368,2025-06-15,Cold Outreach,E0099,Disqualified,2025-07-04,Went With Competitor
LEAD01369,2025-04-30,Referral,E0018,Qualified,2025-05-08,
LEAD01370,2024-03-09,Partner Channel,E0122,Disqualified,2024-03-19,Wrong Fit
LEAD01371,2024-09-09,Referral,E0009,Disqualified,2024-09-14,Went With Competitor
LEAD01372,2025-05-29,Cold Outreach,E0032,Disqualified,2025-06-07,Went With Competitor
LEAD01373,2025-06-25,Partner Channel,E0009,Disqualified,2025-06-28,No Budget
LEAD01374,2025-05-07,Web Inquiry,E0173,Disqualified,2025-05-13,No Longer Interested
LEAD01375,2025-09-07,Partner Channel,E0052,Qualified,2025-09-10,
LEAD01376,2024-01-03,Web Inquiry,E0089,Disqualified,2024-01-23,Unresponsive
LEAD01377,2024-11-29,Referral,E0163,Disqualified,2024-12-01,No Budget
LEAD01378,2025-01-04,Referral,E0096,Disqualified,2025-01-11,Went With Competitor
LEAD01379,2025-08-14,Web Inquiry,E0122,Disqualified,2025-08-23,No Longer Interested
LEAD01380,2025-01-20,Partner Channel,E0014,Qualified,2025-02-08,
LEAD01381,2024-01-21,Referral,E0018,Qualified,2024-01-26,
LEAD01382,2024-12-27,Trade Show,E0028,Disqualified,2024-12-30,Wrong Fit
LEAD01383,2025-09-26,Partner Channel,E0122,Disqualified,2025-10-02,No Longer Interested
LEAD01384,2024-05-27,Trade Show,E0119,Qualified,2024-06-05,
LEAD01385,2025-11-05,Partner Channel,E0161,Qualified,2025-11-15,
LEAD01386,2024-04-05,Web Inquiry,E0096,Qualified,2024-04-13,
LEAD01387,2024-06-09,Partner Channel,E0018,Qualified,2024-06-18,
LEAD01388,2025-04-17,Cold Outreach,E0100,Qualified,2025-04-30,
LEAD01389,2024-06-11,Referral,E0122,Qualified,2024-06-19,
LEAD01390,2025-05-26,Referral,E0085,Disqualified,2025-06-07,Went With Competitor
LEAD01391,2024-03-28,Web Inquiry,E0172,Disqualified,2024-04-17,No Longer Interested
LEAD01392,2024-11-03,Web Inquiry,E0122,Disqualified,2024-11-10,No Budget
LEAD01393,2025-12-05,Cold Outreach,E0119,Qualified,2025-12-08,
LEAD01394,2024-01-27,Partner Channel,E0163,Disqualified,2024-02-03,Unresponsive
LEAD01395,2025-12-25,Referral,E0122,Disqualified,2025-12-31,Went With Competitor
LEAD01396,2025-09-19,Web Inquiry,E0089,Qualified,2025-09-25,
LEAD01397,2025-09-07,Cold Outreach,E0148,Disqualified,2025-09-20,No Longer Interested
LEAD01398,2024-05-28,Partner Channel,E0089,Qualified,2024-06-06,
LEAD01399,2024-05-20,Referral,E0032,Disqualified,2024-05-27,Went With Competitor
LEAD01400,2024-05-21,Web Inquiry,E0018,Disqualified,2024-06-07,Wrong Fit
LEAD01401,2024-07-20,Cold Outreach,E0173,Qualified,2024-08-05,
LEAD01402,2024-12-16,Partner Channel,E0122,Disqualified,2024-12-30,No Budget
LEAD01403,2024-08-20,Trade Show,E0057,Qualified,2024-08-29,
LEAD01404,2025-11-18,Cold Outreach,E0148,Qualified,2025-12-08,
LEAD01405,2024-09-11,Referral,E0126,Disqualified,2024-09-28,No Budget
LEAD01406,2024-07-12,Trade Show,E0096,Qualified,2024-07-24,
LEAD01407,2024-08-04,Partner Channel,E0089,Disqualified,2024-08-19,No Budget
LEAD01408,2024-08-19,Cold Outreach,E0163,Qualified,2024-08-27,
LEAD01409,2025-12-23,Trade Show,E0100,Open,,
LEAD01410,2024-11-25,Cold Outreach,E0119,Qualified,2024-11-30,
LEAD01411,2024-08-08,Referral,E0119,Qualified,2024-08-10,
LEAD01412,2025-05-13,Trade Show,E0028,Disqualified,2025-05-18,No Longer Interested
LEAD01413,2024-11-23,Trade Show,E0119,Disqualified,2024-12-08,Wrong Fit
LEAD01414,2025-09-19,Partner Channel,E0009,Disqualified,2025-09-29,Wrong Fit
LEAD01415,2025-09-25,Trade Show,E0173,Disqualified,2025-09-30,Unresponsive
LEAD01416,2024-03-17,Web Inquiry,E0014,Qualified,2024-03-30,
LEAD01417,2024-08-19,Trade Show,E0119,Qualified,2024-08-25,
LEAD01418,2025-05-29,Cold Outreach,E0052,Qualified,2025-06-11,
LEAD01419,2025-10-13,Web Inquiry,E0148,Disqualified,2025-10-15,Went With Competitor
LEAD01420,2025-12-08,Partner Channel,E0085,Qualified,2025-12-23,
LEAD01421,2025-12-23,Partner Channel,E0100,Disqualified,2025-12-26,No Longer Interested
LEAD01422,2025-06-20,Cold Outreach,E0172,Qualified,2025-07-01,
LEAD01423,2024-01-05,Web Inquiry,E0161,Disqualified,2024-01-21,No Budget
LEAD01424,2024-08-13,Cold Outreach,E0126,Disqualified,2024-08-18,Went With Competitor
LEAD01425,2025-02-12,Cold Outreach,E0052,Disqualified,2025-02-26,Unresponsive
LEAD01426,2024-04-01,Partner Channel,E0161,Disqualified,2024-04-21,Wrong Fit
LEAD01427,2024-02-08,Partner Channel,E0009,Disqualified,2024-02-10,No Budget
LEAD01428,2024-04-22,Trade Show,E0099,Qualified,2024-04-24,
LEAD01429,2025-12-26,Partner Channel,E0018,Open,,
LEAD01430,2024-05-31,Web Inquiry,E0126,Disqualified,2024-06-09,Went With Competitor
LEAD01431,2024-08-09,Trade Show,E0052,Disqualified,2024-08-13,Wrong Fit
LEAD01432,2024-08-30,Web Inquiry,E0126,Disqualified,2024-09-13,Went With Competitor
LEAD01433,2024-01-06,Cold Outreach,E0089,Disqualified,2024-01-19,Went With Competitor
LEAD01434,2025-11-07,Cold Outreach,E0089,Qualified,2025-11-11,
LEAD01435,2025-10-07,Partner Channel,E0052,Qualified,2025-10-09,
LEAD01436,2024-01-26,Trade Show,E0161,Disqualified,2024-02-13,Wrong Fit
LEAD01437,2025-09-04,Partner Channel,E0057,Qualified,2025-09-08,
LEAD01438,2025-07-01,Cold Outreach,E0028,Disqualified,2025-07-13,No Longer Interested
LEAD01439,2024-01-25,Partner Channel,E0100,Disqualified,2024-01-31,No Budget
LEAD01440,2024-05-29,Cold Outreach,E0122,Disqualified,2024-06-06,Went With Competitor
LEAD01441,2025-01-14,Referral,E0100,Disqualified,2025-01-19,No Budget
LEAD01442,2024-08-13,Web Inquiry,E0172,Qualified,2024-08-17,
LEAD01443,2024-04-24,Referral,E0161,Disqualified,2024-05-09,Went With Competitor
LEAD01444,2024-09-02,Referral,E0018,Qualified,2024-09-04,
LEAD01445,2024-10-26,Partner Channel,E0096,Disqualified,2024-10-28,No Budget
LEAD01446,2024-03-25,Trade Show,E0009,Disqualified,2024-03-30,Wrong Fit
LEAD01447,2025-08-22,Trade Show,E0172,Qualified,2025-09-02,
LEAD01448,2025-02-01,Trade Show,E0032,Qualified,2025-02-19,
LEAD01449,2024-03-23,Cold Outreach,E0009,Qualified,2024-03-25,
LEAD01450,2025-11-02,Referral,E0057,Qualified,2025-11-22,
LEAD01451,2025-06-08,Trade Show,E0028,Qualified,2025-06-10,
LEAD01452,2025-10-31,Referral,E0100,Qualified,2025-11-12,
LEAD01453,2025-03-06,Referral,E0089,Qualified,2025-03-14,
LEAD01454,2025-03-02,Referral,E0018,Qualified,2025-03-18,
LEAD01455,2025-07-23,Trade Show,E0099,Disqualified,2025-08-12,Unresponsive
LEAD01456,2025-06-11,Partner Channel,E0014,Disqualified,2025-06-19,No Budget
LEAD01457,2025-10-27,Trade Show,E0014,Disqualified,2025-11-08,No Longer Interested
LEAD01458,2025-03-16,Web Inquiry,E0126,Disqualified,2025-03-21,Wrong Fit
LEAD01459,2024-04-16,Partner Channel,E0085,Disqualified,2024-04-24,Went With Competitor
LEAD01460,2024-09-09,Cold Outreach,E0014,Qualified,2024-09-27,
LEAD01461,2024-03-31,Partner Channel,E0028,Qualified,2024-04-07,
LEAD01462,2024-06-10,Partner Channel,E0148,Disqualified,2024-06-29,No Budget
LEAD01463,2024-11-29,Cold Outreach,E0099,Disqualified,2024-12-15,No Longer Interested
LEAD01464,2025-11-26,Trade Show,E0163,Qualified,2025-12-02,
LEAD01465,2025-10-23,Cold Outreach,E0096,Disqualified,2025-11-09,No Longer Interested
LEAD01466,2024-02-22,Cold Outreach,E0014,Disqualified,2024-03-06,Wrong Fit
LEAD01467,2025-09-16,Trade Show,E0172,Qualified,2025-09-19,
LEAD01468,2024-09-15,Cold Outreach,E0085,Disqualified,2024-09-26,Wrong Fit
LEAD01469,2025-04-16,Partner Channel,E0100,Qualified,2025-04-22,
LEAD01470,2024-01-27,Referral,E0163,Qualified,2024-02-12,
LEAD01471,2025-08-23,Web Inquiry,E0032,Disqualified,2025-09-03,Went With Competitor
LEAD01472,2024-08-28,Partner Channel,E0122,Disqualified,2024-09-13,No Budget
LEAD01473,2025-07-26,Trade Show,E0059,Disqualified,2025-07-31,No Longer Interested
LEAD01474,2025-03-09,Partner Channel,E0100,Disqualified,2025-03-19,Went With Competitor
LEAD01475,2024-11-03,Web Inquiry,E0161,Disqualified,2024-11-13,No Budget
LEAD01476,2024-01-11,Partner Channel,E0173,Disqualified,2024-01-28,No Budget
LEAD01477,2024-05-27,Web Inquiry,E0096,Disqualified,2024-06-09,No Longer Interested
LEAD01478,2024-01-22,Cold Outreach,E0161,Qualified,2024-01-26,
LEAD01479,2025-07-08,Referral,E0172,Disqualified,2025-07-12,No Longer Interested
LEAD01480,2024-05-15,Cold Outreach,E0009,Qualified,2024-05-24,
LEAD01481,2024-05-03,Cold Outreach,E0099,Qualified,2024-05-22,
LEAD01482,2025-12-21,Partner Channel,E0052,Qualified,2025-12-23,
LEAD01483,2025-10-21,Trade Show,E0096,Disqualified,2025-11-09,Unresponsive
LEAD01484,2024-03-11,Trade Show,E0126,Disqualified,2024-03-18,Wrong Fit
LEAD01485,2025-03-19,Cold Outreach,E0057,Disqualified,2025-03-27,No Budget
LEAD01486,2024-04-23,Web Inquiry,E0100,Qualified,2024-04-27,
LEAD01487,2025-01-20,Referral,E0126,Disqualified,2025-01-27,No Budget
LEAD01488,2025-11-04,Cold Outreach,E0172,Disqualified,2025-11-16,Wrong Fit
LEAD01489,2024-11-27,Partner Channel,E0173,Disqualified,2024-12-06,Went With Competitor
LEAD01490,2025-09-27,Web Inquiry,E0059,Disqualified,2025-10-11,No Budget
LEAD01491,2025-06-07,Cold Outreach,E0172,Disqualified,2025-06-17,Went With Competitor
LEAD01492,2025-01-13,Partner Channel,E0014,Qualified,2025-01-31,
LEAD01493,2024-06-11,Trade Show,E0028,Disqualified,2024-06-28,No Budget
LEAD01494,2024-09-08,Partner Channel,E0052,Qualified,2024-09-27,
LEAD01495,2025-07-09,Web Inquiry,E0172,Disqualified,2025-07-12,No Budget
LEAD01496,2024-10-14,Trade Show,E0052,Disqualified,2024-10-26,Wrong Fit
LEAD01497,2025-06-19,Partner Channel,E0161,Disqualified,2025-07-02,Wrong Fit
LEAD01498,2024-03-02,Referral,E0148,Disqualified,2024-03-06,Wrong Fit
LEAD01499,2025-06-01,Cold Outreach,E0057,Qualified,2025-06-05,
LEAD01500,2024-11-22,Referral,E0057,Disqualified,2024-12-02,Went With Competitor
LEAD01501,2025-02-08,Referral,E0126,Qualified,2025-02-17,
LEAD01502,2024-07-16,Trade Show,E0089,Disqualified,2024-07-22,No Longer Interested
LEAD01503,2024-01-17,Web Inquiry,E0089,Disqualified,2024-01-30,No Longer Interested
LEAD01504,2024-02-27,Cold Outreach,E0052,Disqualified,2024-03-14,Went With Competitor
LEAD01505,2025-09-10,Cold Outreach,E0119,Disqualified,2025-09-24,No Budget
LEAD01506,2024-04-11,Referral,E0089,Disqualified,2024-04-21,Unresponsive
LEAD01507,2024-05-31,Cold Outreach,E0057,Qualified,2024-06-04,
LEAD01508,2025-08-06,Web Inquiry,E0085,Disqualified,2025-08-23,No Budget
LEAD01509,2025-06-16,Partner Channel,E0089,Qualified,2025-06-21,
LEAD01510,2025-09-28,Trade Show,E0099,Disqualified,2025-10-08,No Budget
LEAD01511,2024-12-04,Trade Show,E0173,Disqualified,2024-12-06,No Longer Interested
LEAD01512,2024-09-23,Cold Outreach,E0148,Disqualified,2024-10-04,Went With Competitor
LEAD01513,2025-11-02,Web Inquiry,E0057,Disqualified,2025-11-06,Went With Competitor
LEAD01514,2025-07-14,Web Inquiry,E0057,Disqualified,2025-07-31,No Longer Interested
LEAD01515,2024-02-04,Cold Outreach,E0059,Disqualified,2024-02-15,Unresponsive
LEAD01516,2025-09-29,Partner Channel,E0119,Disqualified,2025-10-02,Went With Competitor
LEAD01517,2024-05-08,Trade Show,E0014,Qualified,2024-05-18,
LEAD01518,2025-09-04,Web Inquiry,E0173,Disqualified,2025-09-09,Went With Competitor
LEAD01519,2024-05-23,Web Inquiry,E0126,Disqualified,2024-06-05,Wrong Fit
LEAD01520,2024-02-17,Referral,E0100,Disqualified,2024-03-08,No Budget
LEAD01521,2025-06-27,Partner Channel,E0173,Qualified,2025-07-07,
LEAD01522,2024-07-19,Web Inquiry,E0057,Disqualified,2024-07-24,Went With Competitor
LEAD01523,2025-04-12,Referral,E0126,Qualified,2025-05-01,
LEAD01524,2025-06-01,Web Inquiry,E0119,Qualified,2025-06-20,
LEAD01525,2024-04-10,Cold Outreach,E0032,Disqualified,2024-04-27,No Budget
LEAD01526,2024-09-07,Trade Show,E0089,Qualified,2024-09-09,
LEAD01527,2025-09-05,Partner Channel,E0122,Disqualified,2025-09-22,Went With Competitor
LEAD01528,2025-02-12,Web Inquiry,E0119,Disqualified,2025-02-14,No Longer Interested
LEAD01529,2024-05-01,Partner Channel,E0085,Disqualified,2024-05-06,No Budget
LEAD01530,2025-10-24,Partner Channel,E0089,Disqualified,2025-11-09,Unresponsive
LEAD01531,2025-08-22,Web Inquiry,E0148,Qualified,2025-09-04,
LEAD01532,2024-01-03,Referral,E0089,Disqualified,2024-01-05,No Longer Interested
LEAD01533,2025-08-16,Partner Channel,E0163,Qualified,2025-08-28,
LEAD01534,2025-11-28,Trade Show,E0161,Qualified,2025-12-12,
LEAD01535,2025-01-12,Cold Outreach,E0028,Disqualified,2025-01-27,Wrong Fit
LEAD01536,2025-01-16,Referral,E0009,Disqualified,2025-01-26,No Budget
LEAD01537,2025-07-25,Partner Channel,E0052,Qualified,2025-08-07,
LEAD01538,2025-12-01,Referral,E0099,Disqualified,2025-12-08,Unresponsive
LEAD01539,2024-05-05,Referral,E0119,Disqualified,2024-05-15,Unresponsive
LEAD01540,2025-02-11,Web Inquiry,E0028,Qualified,2025-03-03,
LEAD01541,2025-03-11,Referral,E0122,Disqualified,2025-03-14,Unresponsive
LEAD01542,2025-02-06,Cold Outreach,E0161,Qualified,2025-02-12,
LEAD01543,2025-10-25,Referral,E0122,Disqualified,2025-11-14,Unresponsive
LEAD01544,2025-07-06,Referral,E0032,Disqualified,2025-07-14,Went With Competitor
LEAD01545,2025-07-09,Partner Channel,E0014,Disqualified,2025-07-15,Wrong Fit
LEAD01546,2025-06-13,Web Inquiry,E0148,Disqualified,2025-06-29,Wrong Fit
LEAD01547,2025-07-05,Partner Channel,E0052,Qualified,2025-07-18,
LEAD01548,2024-05-31,Cold Outreach,E0173,Qualified,2024-06-05,
LEAD01549,2025-01-01,Cold Outreach,E0085,Disqualified,2025-01-05,No Longer Interested
LEAD01550,2025-07-31,Trade Show,E0096,Qualified,2025-08-04,
LEAD01551,2025-08-31,Referral,E0163,Qualified,2025-09-04,
LEAD01552,2024-09-02,Cold Outreach,E0122,Disqualified,2024-09-13,No Budget
LEAD01553,2025-05-03,Cold Outreach,E0057,Qualified,2025-05-06,
LEAD01554,2025-06-29,Referral,E0057,Disqualified,2025-07-15,Went With Competitor
LEAD01555,2024-02-25,Web Inquiry,E0100,Disqualified,2024-03-15,No Longer Interested
LEAD01556,2024-05-15,Cold Outreach,E0172,Disqualified,2024-05-22,No Longer Interested
LEAD01557,2025-03-26,Trade Show,E0085,Disqualified,2025-04-03,Wrong Fit
LEAD01558,2025-06-01,Trade Show,E0085,Disqualified,2025-06-06,No Budget
LEAD01559,2024-06-11,Trade Show,E0148,Disqualified,2024-06-17,Went With Competitor
LEAD01560,2025-01-05,Referral,E0057,Qualified,2025-01-11,
LEAD01561,2024-03-29,Referral,E0028,Qualified,2024-04-18,
LEAD01562,2024-05-13,Partner Channel,E0163,Qualified,2024-05-29,
LEAD01563,2025-10-07,Web Inquiry,E0122,Disqualified,2025-10-11,Went With Competitor
LEAD01564,2025-02-08,Trade Show,E0057,Disqualified,2025-02-12,No Longer Interested
LEAD01565,2024-11-13,Trade Show,E0172,Disqualified,2024-11-29,No Budget
LEAD01566,2024-03-15,Web Inquiry,E0099,Disqualified,2024-03-31,Wrong Fit
LEAD01567,2024-03-18,Trade Show,E0161,Disqualified,2024-03-24,Went With Competitor
LEAD01568,2024-10-10,Cold Outreach,E0148,Disqualified,2024-10-23,Wrong Fit
LEAD01569,2025-01-21,Cold Outreach,E0126,Disqualified,2025-01-26,Wrong Fit
LEAD01570,2025-04-27,Web Inquiry,E0085,Disqualified,2025-04-29,Went With Competitor
LEAD01571,2025-01-23,Web Inquiry,E0032,Disqualified,2025-02-08,Unresponsive
LEAD01572,2024-06-26,Partner Channel,E0085,Disqualified,2024-07-10,No Budget
LEAD01573,2025-07-20,Web Inquiry,E0032,Disqualified,2025-07-25,Went With Competitor
LEAD01574,2025-10-16,Trade Show,E0085,Qualified,2025-11-03,
LEAD01575,2025-04-28,Trade Show,E0032,Disqualified,2025-05-06,No Budget
LEAD01576,2025-06-21,Web Inquiry,E0099,Qualified,2025-07-05,
LEAD01577,2024-12-09,Trade Show,E0028,Qualified,2024-12-29,
LEAD01578,2024-02-15,Cold Outreach,E0009,Disqualified,2024-02-23,Wrong Fit
LEAD01579,2025-07-02,Trade Show,E0089,Qualified,2025-07-15,
LEAD01580,2024-12-23,Trade Show,E0059,Qualified,2025-01-05,
LEAD01581,2025-04-01,Referral,E0028,Disqualified,2025-04-11,Went With Competitor
LEAD01582,2025-07-23,Cold Outreach,E0122,Disqualified,2025-08-04,No Longer Interested
LEAD01583,2025-02-04,Referral,E0163,Qualified,2025-02-18,
LEAD01584,2024-03-09,Web Inquiry,E0163,Disqualified,2024-03-18,Went With Competitor
LEAD01585,2025-06-26,Partner Channel,E0059,Disqualified,2025-07-14,No Budget
LEAD01586,2024-06-09,Cold Outreach,E0099,Qualified,2024-06-15,
LEAD01587,2024-01-14,Cold Outreach,E0172,Qualified,2024-01-19,
LEAD01588,2024-08-21,Partner Channel,E0052,Disqualified,2024-09-03,Went With Competitor
LEAD01589,2024-11-25,Referral,E0096,Disqualified,2024-12-14,Unresponsive
LEAD01590,2024-09-20,Partner Channel,E0059,Disqualified,2024-10-04,Unresponsive
LEAD01591,2024-07-10,Partner Channel,E0100,Qualified,2024-07-19,
LEAD01592,2024-01-13,Partner Channel,E0119,Disqualified,2024-01-21,Wrong Fit
LEAD01593,2024-08-25,Partner Channel,E0009,Disqualified,2024-09-05,Went With Competitor
LEAD01594,2024-10-16,Web Inquiry,E0172,Qualified,2024-11-05,
LEAD01595,2024-03-05,Partner Channel,E0172,Disqualified,2024-03-09,Went With Competitor
LEAD01596,2025-01-06,Web Inquiry,E0018,Qualified,2025-01-25,
LEAD01597,2025-09-24,Cold Outreach,E0085,Qualified,2025-10-04,
LEAD01598,2024-08-26,Web Inquiry,E0057,Disqualified,2024-09-08,Went With Competitor
LEAD01599,2025-09-25,Web Inquiry,E0119,Qualified,2025-10-13,
LEAD01600,2024-07-07,Referral,E0126,Qualified,2024-07-10,
LEAD01601,2024-06-05,Trade Show,E0163,Qualified,2024-06-23,
LEAD01602,2024-04-15,Partner Channel,E0119,Disqualified,2024-04-26,Went With Competitor
LEAD01603,2025-07-19,Trade Show,E0028,Disqualified,2025-08-04,No Budget
LEAD01604,2025-07-19,Web Inquiry,E0059,Qualified,2025-08-08,
LEAD01605,2024-03-05,Trade Show,E0018,Disqualified,2024-03-07,No Longer Interested
LEAD01606,2025-06-24,Web Inquiry,E0126,Disqualified,2025-06-28,No Budget
LEAD01607,2024-12-24,Referral,E0148,Disqualified,2025-01-02,No Budget
LEAD01608,2025-09-16,Referral,E0119,Disqualified,2025-09-21,No Longer Interested
LEAD01609,2024-04-16,Cold Outreach,E0122,Qualified,2024-05-02,
LEAD01610,2024-06-13,Trade Show,E0163,Qualified,2024-06-25,
LEAD01611,2025-01-21,Cold Outreach,E0028,Qualified,2025-01-25,
LEAD01612,2025-02-09,Web Inquiry,E0059,Disqualified,2025-02-20,No Longer Interested
LEAD01613,2024-01-12,Partner Channel,E0096,Qualified,2024-01-20,
LEAD01614,2025-04-28,Referral,E0085,Qualified,2025-05-06,
LEAD01615,2024-02-28,Web Inquiry,E0032,Disqualified,2024-03-16,No Budget
LEAD01616,2024-12-09,Web Inquiry,E0052,Qualified,2024-12-27,
LEAD01617,2025-01-23,Cold Outreach,E0119,Disqualified,2025-02-08,No Budget
LEAD01618,2025-02-20,Web Inquiry,E0173,Qualified,2025-03-01,
LEAD01619,2025-09-30,Partner Channel,E0009,Disqualified,2025-10-08,Went With Competitor
LEAD01620,2024-10-24,Trade Show,E0028,Qualified,2024-10-30,
LEAD01621,2024-12-09,Web Inquiry,E0059,Disqualified,2024-12-13,No Budget
LEAD01622,2024-03-01,Partner Channel,E0148,Qualified,2024-03-13,
LEAD01623,2024-03-19,Web Inquiry,E0096,Qualified,2024-03-31,
LEAD01624,2025-09-18,Referral,E0085,Qualified,2025-09-30,
LEAD01625,2025-06-02,Partner Channel,E0089,Qualified,2025-06-16,
LEAD01626,2025-04-26,Partner Channel,E0057,Qualified,2025-04-29,
LEAD01627,2024-01-16,Web Inquiry,E0032,Disqualified,2024-01-22,Went With Competitor
LEAD01628,2024-07-30,Referral,E0009,Disqualified,2024-08-07,No Budget
LEAD01629,2025-01-08,Trade Show,E0085,Qualified,2025-01-21,
LEAD01630,2024-03-16,Partner Channel,E0009,Disqualified,2024-03-24,No Budget
LEAD01631,2025-05-09,Cold Outreach,E0122,Disqualified,2025-05-22,No Budget
LEAD01632,2025-06-28,Referral,E0085,Disqualified,2025-07-05,No Budget
LEAD01633,2025-06-20,Partner Channel,E0126,Disqualified,2025-07-10,No Longer Interested
LEAD01634,2024-10-22,Cold Outreach,E0119,Disqualified,2024-10-25,Unresponsive
LEAD01635,2025-12-10,Trade Show,E0099,Open,,
LEAD01636,2024-08-14,Trade Show,E0052,Disqualified,2024-09-02,No Budget
LEAD01637,2025-03-02,Partner Channel,E0057,Disqualified,2025-03-14,No Budget
LEAD01638,2025-02-27,Web Inquiry,E0119,Disqualified,2025-03-15,Wrong Fit
LEAD01639,2024-11-05,Trade Show,E0161,Qualified,2024-11-11,
LEAD01640,2024-11-03,Referral,E0085,Disqualified,2024-11-08,No Budget
LEAD01641,2025-11-25,Cold Outreach,E0009,Qualified,2025-12-15,
LEAD01642,2025-03-22,Partner Channel,E0085,Disqualified,2025-03-27,No Budget
LEAD01643,2025-11-13,Web Inquiry,E0014,Disqualified,2025-11-22,Went With Competitor
LEAD01644,2025-12-14,Cold Outreach,E0119,Open,,
LEAD01645,2025-11-29,Trade Show,E0172,Qualified,2025-12-14,
LEAD01646,2024-05-07,Web Inquiry,E0148,Disqualified,2024-05-23,Wrong Fit
LEAD01647,2024-11-14,Web Inquiry,E0163,Disqualified,2024-12-01,No Longer Interested
LEAD01648,2025-12-11,Partner Channel,E0059,Open,,
LEAD01649,2024-03-31,Trade Show,E0119,Disqualified,2024-04-15,No Budget
LEAD01650,2025-05-09,Referral,E0028,Disqualified,2025-05-22,No Budget
LEAD01651,2024-04-24,Web Inquiry,E0059,Qualified,2024-05-09,
LEAD01652,2024-07-31,Cold Outreach,E0148,Disqualified,2024-08-15,Unresponsive
LEAD01653,2024-09-19,Partner Channel,E0100,Disqualified,2024-10-02,Wrong Fit
LEAD01654,2025-10-26,Partner Channel,E0032,Disqualified,2025-11-08,No Longer Interested
LEAD01655,2024-12-15,Partner Channel,E0148,Qualified,2024-12-25,
LEAD01656,2025-05-17,Referral,E0028,Disqualified,2025-05-24,Wrong Fit
LEAD01657,2024-05-09,Cold Outreach,E0163,Disqualified,2024-05-24,Went With Competitor
LEAD01658,2024-03-12,Cold Outreach,E0100,Qualified,2024-03-28,
LEAD01659,2025-10-09,Trade Show,E0173,Disqualified,2025-10-11,Unresponsive
LEAD01660,2025-12-13,Referral,E0018,Open,,
LEAD01661,2025-09-01,Referral,E0052,Qualified,2025-09-18,
LEAD01662,2025-10-11,Referral,E0018,Disqualified,2025-10-18,Wrong Fit
LEAD01663,2024-05-16,Trade Show,E0089,Disqualified,2024-05-19,No Budget
LEAD01664,2025-08-26,Web Inquiry,E0009,Disqualified,2025-09-09,Wrong Fit
LEAD01665,2024-06-23,Web Inquiry,E0173,Disqualified,2024-07-01,No Budget
